0.59,0.71,0.65
0.65,0.38,0.515
0.15,0.43,0.29
0.11,0.67,0.39
0.81,0.26,0.535
0.33,0.21,0.27
0.63,0.77,0.7
0.21,0.63,0.42
0.99,0.88,0.935
0.94,0.16,0.55
0.01,0.62,0.315
0.21,0.18,0.195
0.74,0.07,0.405
0.3,0.55,0.425
0.73,0.94,0.835
0.21,0.59,0.4
0.79,0.81,0.8
0.04,0.12,0.08
0.93,0.66,0.795
0.48,0.94,0.71
0.18,0.85,0.515
0.03,0.27,0.15
0.95,0.26,0.605
0.51,0.19,0.35
0.59,0.78,0.685
0.83,0.06,0.445
0.13,0.01,0.07
0.05,0.96,0.505
0.49,0.47,0.48
0.64,0.08,0.36
0.12,0.56,0.34
0.93,0.86,0.895
0.05,0.74,0.395
0.41,0.81,0.61
0.72,0.09,0.405
0.69,0.33,0.51
0.4,0.99,0.695
0.97,0.16,0.565
0.58,0.94,0.76
0.22,0.47,0.345
0.55,0.1,0.325
0.95,0.94,0.945
0.1,0.14,0.12
0.45,0.78,0.615
0.76,0.08,0.42
0.62,0.46,0.54
0.02,0.39,0.205
0.81,0.62,0.715
0.91,0.17,0.54
0.22,0.21,0.215
0.85,0.7,0.775
0.47,0.5,0.485
0.08,0.5,0.29
0.66,0.14,0.4
0.03,0.88,0.455
0.37,0.55,0.46
0.24,0.16,0.2
0.52,0.02,0.27
0.61,0.99,0.8
0.75,0.9,0.825
0.28,0.62,0.45
0.05,0.64,0.345
0.46,0.23,0.345
0.3,0,0.15
0.17,0.35,0.26
0.25,0.41,0.33
0.71,0.01,0.36
0.61,0.85,0.73
0.63,0.44,0.535
0.85,0.6,0.725
0.48,0.31,0.395
0.74,0.87,0.805
0.7,0.07,0.385
0.21,0.85,0.53
0.87,0.79,0.83
0.01,0.91,0.46
0.41,0.31,0.36
0.92,0.22,0.57
0.64,0.82,0.73
0.03,0.85,0.44
0.2,0.65,0.425
0.96,0.68,0.82
0.63,0.95,0.79
0.83,0.23,0.53
0.55,0.67,0.61
0.39,0.16,0.275
0.13,0.15,0.14
0.41,0.97,0.69
0.88,0.17,0.525
0.94,0.39,0.665
0.01,0.44,0.225
0.13,0.38,0.255
0.33,0.33,0.33
0,0.4,0.2
0.08,0.38,0.23
0.2,0.8,0.5
0.4,0,0.2
0.39,0.82,0.605
0.34,0.06,0.2
0.24,0.74,0.49
0.23,0.98,0.605
0.3,0.2,0.25
0.4,0.85,0.625
0.78,0.25,0.515
0.89,0.95,0.92
0.34,0.47,0.405
0.88,0.64,0.76
0.83,0.75,0.79
0.52,0.58,0.55
0.35,0.29,0.32
0.95,0.43,0.69
0.15,0.16,0.155
0.46,0.58,0.52
0.75,0.12,0.435
0.75,0.58,0.665
0.63,0.82,0.725
0.93,0.19,0.56
0.15,0.03,0.09
0.14,0.93,0.535
0.97,0.48,0.725
0.54,0.75,0.645
0.5,0.12,0.31
0.03,0.73,0.38
0.91,0.76,0.835
0.17,0.64,0.405
0.3,0.75,0.525
0.7,0.94,0.82
0.79,0.8,0.795
0.83,0.14,0.485
0.73,0.81,0.77
0.09,0.66,0.375
0.49,0.31,0.4
0.31,0.52,0.415
0.53,0.68,0.605
0.49,0.79,0.64
0.6,0.59,0.595
0.6,0.86,0.73
0.74,0.2,0.47
0.93,0.02,0.475
0.12,0.72,0.42
0.67,0.99,0.83
0.95,0.11,0.53
0.28,0.87,0.575
0.11,0.99,0.55
0.4,0.34,0.37
0.2,0,0.1
0.19,0.16,0.175
0.38,0.88,0.63
0.25,0.19,0.22
0.8,0.51,0.655
0.19,0.22,0.205
0.26,0.37,0.315
0.03,0.7,0.365
0.15,0.84,0.495
0.19,0.58,0.385
0.87,0.8,0.835
0.01,0,0.005
0.14,0.1,0.12
0.7,0.38,0.54
0.02,0.44,0.23
0.41,0.54,0.475
0.28,0.14,0.21
0.59,0.6,0.595
0.4,0.43,0.415
0.48,0.86,0.67
0.94,0.74,0.84
0.21,0.61,0.41
0.52,0.44,0.48
0.72,0.57,0.645
0.07,0.58,0.325
0.71,0.27,0.49
0.8,0.81,0.805
0.47,0.39,0.43
0.98,0.18,0.58
0.02,0.28,0.15
0.18,0.87,0.525
0.16,0.36,0.26
0.09,0.65,0.37
0.94,0.12,0.53
0.78,0.43,0.605
0.29,0.71,0.5
0.35,0.33,0.34
0.64,0.12,0.38
0.59,0.39,0.49
0.48,0.7,0.59
0.37,0.12,0.245
0.31,0.43,0.37
0.72,0.14,0.43
0.74,0.46,0.6
0.66,0.19,0.425
0.61,0.22,0.415
0.41,0.2,0.305
0.67,0.07,0.37
0.57,0.85,0.71
0.52,0.87,0.695
0.49,0.6,0.545
0.79,0.64,0.715
0.29,0,0.145
0.91,0.46,0.685
0.17,0.34,0.255
0.8,0.59,0.695
0.7,0.32,0.51
0.9,0.05,0.475
0.56,0.73,0.645
0.63,0.94,0.785
0.91,0.48,0.695
0.45,0.58,0.515
0.81,0.07,0.44
0.29,0.15,0.22
0.65,0.56,0.605
0.55,0.74,0.645
0.87,0.61,0.74
0.2,0.77,0.485
0.33,0.66,0.495
0.14,0.72,0.43
0.23,0.27,0.25
0.28,0.31,0.295
0.39,0.02,0.205
0.51,0.09,0.3
0.29,0.62,0.455
0.51,0.83,0.67
0.21,0.57,0.39
0.95,0,0.475
0.14,0.2,0.17
0.83,0.21,0.52
0.7,0.75,0.725
0.81,0.61,0.71
0.79,0.06,0.425
0.72,0.09,0.405
0.11,0.12,0.115
0.72,0.89,0.805
0.58,0.9,0.74
0.71,0.63,0.67
0.2,0.14,0.17
0.19,0.78,0.485
0.55,0.2,0.375
0.85,0.03,0.44
0.05,0.71,0.38
0.52,0.29,0.405
0.65,0.2,0.425
0.63,0.12,0.375
0.83,0.92,0.875
0.01,0.47,0.24
0.46,0.67,0.565
0.52,0.33,0.425
0.3,0.42,0.36
0.97,0.17,0.57
0.89,0.61,0.75
0.24,0.3,0.27
0.85,0.31,0.58
0.8,0,0.4
0.01,0.04,0.025
0.66,0.49,0.575
0.9,0.77,0.835
0.55,0.07,0.31
0.53,0.42,0.475
0.43,0.91,0.67
0.49,0.6,0.545
0.05,0.66,0.355
0.89,0.24,0.565
0.17,0.53,0.35
0.61,0.86,0.735
0.48,0.12,0.3
0.22,0.68,0.45
0.13,0.43,0.28
0.46,0.21,0.335
0.44,0.34,0.39
0.4,0.62,0.51
0.1,0.78,0.44
0.26,0.51,0.385
0.57,0.68,0.625
0.11,0.44,0.275
0.79,0.87,0.83
0.99,0.06,0.525
0.67,0.29,0.48
0.55,0.58,0.565
0.41,0.61,0.51
0.13,0.26,0.195
0.38,0.15,0.265
0.56,0.53,0.545
0.27,0.21,0.24
0.64,0.12,0.38
0.6,0.31,0.455
0.98,0.09,0.535
0.51,0.86,0.685
0.49,0.27,0.38
0.39,0.37,0.38
0.67,0.49,0.58
0.42,0.16,0.29
0.06,0.6,0.33
0.13,0.16,0.145
0,0.83,0.415
0.87,0.87,0.87
0.8,0.83,0.815
0.2,0.13,0.165
0.24,0.95,0.595
0.22,0.73,0.475
0.24,0.35,0.295
0.04,0.98,0.51
0.84,0.47,0.655
0.89,0.89,0.89
0.55,0.81,0.68
0.79,0.28,0.535
0.19,0.04,0.115
0.93,0.64,0.785
0.84,0.21,0.525
0.08,0.96,0.52
0.39,0.1,0.245
0.21,0.8,0.505
0.25,0.72,0.485
0.51,0.14,0.325
0.89,0.38,0.635
0.62,0.54,0.58
0.04,0.66,0.35
0.12,0.31,0.215
0.44,0.43,0.435
0.32,0.58,0.45
0.7,0.24,0.47
0.61,0.19,0.4
0.04,0.58,0.31
0.68,0.75,0.715
0.89,0.55,0.72
0.28,0.02,0.15
0.86,0.26,0.56
0.33,0.14,0.235
0.14,0.23,0.185
0.72,0.11,0.415
0.96,0.75,0.855
0,0.17,0.085
0.18,0.25,0.215
0.23,0.53,0.38
0.92,0.61,0.765
0.19,0.41,0.3
0.89,0.49,0.69
0.25,0.15,0.2
0.49,0.01,0.25
0.76,0.67,0.715
0.03,0.75,0.39
0.25,0.33,0.29
0.09,0.59,0.34
0.67,0.78,0.725
0.32,0.98,0.65
0.17,0.21,0.19
0.7,0.2,0.45
0.62,0.95,0.785
0.23,0.43,0.33
0,0.78,0.39
0.34,0.15,0.245
0.83,0.27,0.55
0.35,0.86,0.605
0.13,0.37,0.25
0,0.18,0.09
0.64,0.12,0.38
0.46,0.05,0.255
0.07,0.2,0.135
0.5,0.66,0.58
0.07,0.59,0.33
0.57,0.45,0.51
0.2,0.94,0.57
0.44,0.98,0.71
0.7,0.68,0.69
0.87,0.3,0.585
0.92,0.05,0.485
0,0.97,0.485
0.32,0.88,0.6
0.92,0.97,0.945
0.98,0.22,0.6
0.46,0.3,0.38
0.78,0.14,0.46
0.33,0.04,0.185
0.74,0.65,0.695
0.13,0.41,0.27
0.45,0.56,0.505
0.36,0.41,0.385
0.21,0.89,0.55
0.94,0.89,0.915
0.83,0.37,0.6
0.16,0.45,0.305
0.49,0.69,0.59
0.26,0.58,0.42
0.11,0.49,0.3
0.73,0.19,0.46
0.28,0.52,0.4
0.67,0.84,0.755
0.12,0.27,0.195
0.66,0.06,0.36
0.6,0.39,0.495
0.23,0.05,0.14
0.55,0.45,0.5
0.85,0.35,0.6
0.69,0.59,0.64
0.76,0.43,0.595
0.93,0.02,0.475
0.13,0.61,0.37
0.06,0.01,0.035
0.81,0.09,0.45
0.87,0.75,0.81
0.93,0.25,0.59
0.91,0.93,0.92
0.13,0.92,0.525
0.88,0.51,0.695
0.28,0.94,0.61
0.23,0.88,0.555
0.28,0.44,0.36
0.13,0.11,0.12
0.89,0.03,0.46
0.83,0.91,0.87
0.89,0.52,0.705
0.72,0.3,0.51
0.25,0.25,0.25
0.38,0.06,0.22
0.78,0.11,0.445
0.45,0.57,0.51
0.18,0.85,0.515
0.46,0.97,0.715
0.13,0.61,0.37
0.32,0.93,0.625
0.46,0.17,0.315
0.3,0.81,0.555
0.19,0.05,0.12
0.73,0.69,0.71
0.47,0.95,0.71
0.11,0.77,0.44
0.25,0.96,0.605
0.85,0.4,0.625
0.52,0.61,0.565
0.67,0.88,0.775
0.53,0.82,0.675
0.73,0.16,0.445
0.48,0.65,0.565
0.69,0.43,0.56
0.97,0.16,0.565
0.97,0.28,0.625
0.71,0.9,0.805
0.44,0.71,0.575
0.21,0.91,0.56
0.1,0.2,0.15
0.51,0.69,0.6
0.58,0.83,0.705
0,0.68,0.34
0.31,0.22,0.265
0.99,0.05,0.52
0.44,0.51,0.475
0.93,0.43,0.68
0.39,0.63,0.51
0.43,0.14,0.285
0.33,0.53,0.43
0.35,0.3,0.325
0.72,0.31,0.515
0.97,0.83,0.9
0.05,0.35,0.2
0.51,0.14,0.325
0.18,0.61,0.395
0.51,0.47,0.49
0.36,0.84,0.6
0.23,0.9,0.565
0.16,0.79,0.475
0.34,0.47,0.405
0.44,0.91,0.675
0.71,0.46,0.585
0.34,0.27,0.305
0.5,0.8,0.65
0.27,0.07,0.17
0.57,0.56,0.565
0.84,0.21,0.525
0.97,0.26,0.615
0.85,0.17,0.51
0.63,0.96,0.795
0.7,0.85,0.775
0.86,0.83,0.845
0.99,0.45,0.72
0.06,0.55,0.305
0.39,0.53,0.46
0.97,0.53,0.75
0.19,0.88,0.535
0.86,0.8,0.83
0.6,0.51,0.555
0.48,0.77,0.625
0.84,0.71,0.775
0.86,0.11,0.485
0.04,0.95,0.495
0.62,0.15,0.385
0.87,0.97,0.92
0.04,0.99,0.515
0.16,0.38,0.27
0.77,0.59,0.68
0.04,0.87,0.455
0.46,0.88,0.67
0.2,0.94,0.57
0.4,0.74,0.57
0.09,0.03,0.06
0.36,0.96,0.66
0.34,0.16,0.25
0.66,0.34,0.5
0.69,0.85,0.77
0.11,0.99,0.55
0.98,0.75,0.865
0.79,0.04,0.415
0.83,0.9,0.865
0.68,0.42,0.55
0.48,0.98,0.73
0.37,0.81,0.59
0.11,0.26,0.185
0.75,0.72,0.735
0.04,0.59,0.315
0.57,0.9,0.735
0.3,0.12,0.21
0.01,0,0.005
0.58,0.66,0.62
0.81,0.7,0.755
0.31,0.7,0.505
0.29,0.31,0.3
0.26,0.78,0.52
0.6,0.29,0.445
0.08,0.42,0.25
0.05,0.29,0.17
0.26,0.98,0.62
0.26,0.1,0.18
0.66,0.55,0.605
0.84,0.07,0.455
0.41,0.93,0.67
0.29,0.1,0.195
0.27,0.2,0.235
0.69,0.85,0.77
0.73,0.78,0.755
0.45,0.16,0.305
0.09,0.98,0.535
0.11,0.78,0.445
0.68,0.06,0.37
0.54,0.33,0.435
0.65,0.45,0.55
0.64,0.62,0.63
0.53,0.27,0.4
0.64,0.32,0.48
0.86,0.91,0.885
0.34,0.03,0.185
0.82,0.73,0.775
0.28,0.37,0.325
0.4,0.19,0.295
0.03,0.05,0.04
0.09,0.75,0.42
0.55,0.3,0.425
0.96,0.89,0.925
0.19,0.28,0.235
0.86,0.47,0.665
0.41,0.59,0.5
0,0.51,0.255
0.41,0.95,0.68
0.28,0.67,0.475
0.56,0,0.28
0.56,0.36,0.46
0.99,0.82,0.905
0.43,0.41,0.42
0.34,0.36,0.35
0.69,0.73,0.71
0.37,0.49,0.43
0.02,0.48,0.25
0.24,0.9,0.57
0.89,0.34,0.615
0.66,0.63,0.645
0.07,0.36,0.215
0.45,0.38,0.415
0.49,0.74,0.615
0.03,0.3,0.165
0.31,0.32,0.315
0.09,0.72,0.405
0.63,0.02,0.325
0.48,0.72,0.6
0.75,0.73,0.74
0.86,0.54,0.7
0.55,0.82,0.685
0.58,0.12,0.35
0.1,0.92,0.51
0.57,0.51,0.54
0.27,0.51,0.39
0.05,0.94,0.495
0.01,0.92,0.465
0.92,0.2,0.56
0.91,0.61,0.76
0.33,0.69,0.51
0.38,0.03,0.205
0.05,0.36,0.205
0.64,0.64,0.64
0.85,0.99,0.92
0,0.51,0.255
0.15,0.16,0.155
0.47,0.11,0.29
0.08,0.24,0.16
0.77,0.33,0.55
0.28,0.56,0.42
0.17,0.52,0.345
0.03,0.79,0.41
0.26,0.14,0.2
0.71,0.7,0.705
0.09,0.28,0.185
0.81,0.14,0.475
0.39,0.17,0.28
0.16,0.51,0.335
0.76,0.21,0.485
0.47,0.45,0.46
0.06,0.57,0.315
0.51,0.75,0.63
0.35,0.89,0.62
0.46,0.89,0.675
